-0.48212,-0.03332,1.41220,-0.59427,1.43271,0.76386,1
1.19788,0.31496,0.47287,1.30334,-1.79756,0.37904,1
0.78529,0.35800,0.29418,0.74070,0.17219,1.28708,1
-1.26895,-0.45566,-0.64407,-1.28899,0.52568,-0.62928,1
-1.00977,-0.37259,-0.62518,-1.01886,0.79718,-0.67541,2
-1.69781,-1.44145,-1.04572,-1.10617,0.83404,-0.60474,1
-0.53384,-0.86699,0.27366,-0.03835,0.64300,-0.75835,2
-0.60474,-0.41162,-0.94315,-0.46965,0.09096,-0.61888,2
-0.20377,-1.06815,0.27420,0.53474,-0.59721,0.28037,1
0.59178,0.41604,0.39135,0.44893,-1.12142,0.04036,1
0.48427,0.46808,-0.09937,0.27282,-0.89729,-0.79542,1
-0.74130,-0.54573,-0.69806,-0.54427,-0.03088,-0.12312,1
-0.33394,-0.77992,-0.21220,0.15268,0.38503,-0.48154,2
1.35885,0.55415,1.90076,1.33169,0.50612,1.44709,1
1.70462,0.51012,2.08539,1.80927,-1.31020,-0.62021,2
1.42219,1.54895,0.48204,0.67130,0.58208,1.28095,1
2.02713,0.72829,2.33371,2.05999,-2.15179,0.83639,1
-1.12193,-1.17623,-0.48914,-0.56442,-1.09585,0.03636,1
1.13977,1.64102,1.79063,0.23999,0.57682,1.97325,1
-0.53268,-0.39160,-1.00793,-0.39279,1.00702,-0.65354,2
1.95682,-0.21646,0.85184,2.67412,-0.22793,0.71905,1
-0.94411,-1.64561,-0.75204,0.01464,-1.47791,-0.06365,1
-1.44096,0.18986,-1.68598,-1.99192,1.47558,-0.70821,1
0.00776,0.30595,0.68071,-0.21818,-0.05194,2.09512,1
1.04563,0.46408,0.43562,0.99665,0.04584,0.02889,1
1.12989,0.12281,0.61431,1.35856,-0.23545,0.32650,1
1.57968,0.28294,2.26137,1.81747,0.22709,1.34495,1
0.14955,0.68726,0.11171,-0.32041,-0.86495,-0.28046,1
1.53435,1.53994,-0.22353,0.82203,1.29056,2.01138,1
-0.38275,-0.46066,-0.69806,-0.14804,0.02027,-0.56607,2
-1.55195,-1.38740,-1.42685,-0.95842,0.78289,-0.74875,2
-0.96328,-0.33656,-0.76122,-0.98603,1.24393,-0.52927,1
-0.85985,-0.68884,-0.50479,-0.59054,0.92203,-0.79168,2
-1.15854,0.04374,-0.96798,-1.52032,0.23537,-0.74235,1
0.86839,1.40083,2.03356,0.07060,-0.83412,0.76466,1
-0.13926,-0.27051,1.49641,0.02284,-0.32570,0.63852,1
-0.88600,-0.88600,-0.55878,-0.47712,0.04734,-0.69568,2
0.72427,0.20387,0.49014,0.77801,-0.50320,-0.67968,2
0.68127,0.55415,2.10914,0.46161,1.49062,0.81346,1
0.80970,2.40364,-1.30808,-0.75172,-0.74988,-0.56794,1
1.19614,0.37201,1.44891,1.25931,-2.09464,0.60972,1
-0.23515,0.18986,-0.45081,-0.44428,1.59967,-0.75088,2
1.18103,0.16985,0.52415,1.38990,-2.13976,0.47664,1
0.14723,0.50111,-0.66513,-0.18460,-1.44783,-0.70795,1
-1.51767,-1.54953,-1.05490,-0.79351,0.78064,-0.79115,2
-0.57045,-1.10918,-0.91400,0.09448,-0.10007,-0.70688,2
0.49415,-0.42563,0.19647,0.95187,0.65353,-0.41247,2
0.56505,2.22950,0.87397,-0.93678,2.30213,3.17570,1
-0.72445,-1.35838,0.34600,0.08254,0.55877,0.23210,1
0.26229,1.00652,-0.05294,-0.41369,-0.10082,-0.51407,1
-0.18633,-0.23948,0.65156,-0.06073,-0.08879,0.10783,1
1.45764,1.29275,1.41976,0.90785,-0.22943,1.12227,1
0.19778,-0.38360,0.55006,0.53997,-0.28509,0.40331,1
0.05309,0.78434,-0.69266,-0.51667,-1.09209,-0.11885,1
-0.62682,-0.78992,-1.27461,-0.21594,-0.73334,-0.49007,1
-1.09055,-0.52971,-1.17744,-1.00543,-0.10007,-0.73435,1
-0.05210,1.44687,-0.28994,-1.14572,0.10600,-0.66208,1
-1.24396,-1.20125,-1.34965,-0.70172,1.02733,-0.72155,2
-0.09684,2.00532,3.98456,-1.61956,1.33193,2.42713,1
1.10316,0.91945,1.01055,0.73025,0.05035,0.94413,1
-1.08822,0.03574,-1.72215,-1.42405,0.03305,-0.64634,1
0.47788,3.19127,0.87073,-1.76582,0.53395,0.75719,1
0.29715,0.56016,0.57490,-0.03611,0.46701,-0.81008,2
-0.11486,-0.36258,-0.56472,0.12284,-0.18130,0.10916,1
-1.68619,-0.97207,-1.49271,-1.43972,-0.30765,-0.58421,1
1.44428,-0.17043,1.06562,1.98164,0.48882,1.32602,1
-1.50198,-1.00410,-0.48212,-1.18004,0.45648,-0.81008,2
1.30248,1.23570,0.34114,0.75040,-0.54230,-0.53914,2
-0.67970,0.04775,0.00374,-0.90842,1.59666,-0.42287,2
1.27343,1.17465,1.35605,0.75935,-0.06623,0.97267,1
-0.00444,-1.22827,0.42536,0.91009,-0.66866,0.10596,1
0.39478,-0.08236,-0.05024,0.56832,1.47934,-0.56901,2
-0.94004,-0.50069,-0.85461,-0.83380,0.46626,-0.55674,1
-0.90401,-0.01030,-1.30377,-1.15393,0.00447,-0.55274,1
1.19498,0.32597,2.15125,1.29140,0.56478,0.31690,1
-0.56232,-0.21446,-0.50749,-0.56218,-0.43099,-0.41140,1
2.03295,2.90304,0.38163,0.44594,-1.59750,1.35962,1
0.88059,0.17985,0.65965,0.99665,-1.65616,1.15347,1
-1.04464,-0.31654,-1.43657,-1.10542,0.82651,-0.68101,2
0.90965,0.44006,1.67510,0.83994,0.45197,-0.42313,1
-0.81743,-1.09317,-0.20680,-0.23460,0.93482,-0.63594,2
-0.04454,-0.98308,0.18405,0.67503,0.54523,-0.61488,2
0.14723,0.98050,-0.01731,-0.54204,-0.25651,-0.50287,2
-0.31476,-2.13200,0.21968,1.18544,-0.60172,0.14596,1
-1.70072,0.01772,-1.96670,-2.19638,0.16091,-0.68795,1
1.65696,0.85439,0.92256,1.49138,-0.48439,-0.53967,2
-0.17297,1.61200,-0.05510,-1.42331,1.73430,3.26557,1
0.84166,-0.26250,0.09713,1.27573,-0.92287,-0.65888,2
0.52669,-0.21446,1.21515,0.83621,-0.96649,0.09076,1
-0.56638,0.26993,-0.80603,-0.92783,0.33239,-0.64021,2
-0.70701,0.46909,-0.85030,-1.25765,-0.04065,-0.52847,1
-0.34265,0.39503,-1.21847,-0.73456,0.03155,-0.74048,2
0.19953,0.24290,-0.63436,0.07508,-0.36481,-0.99623,2
-1.43050,-1.64461,-0.45729,-0.61069,0.67685,-0.74475,2
0.21928,-0.50369,0.90528,0.65787,-1.70505,0.34970,1
-0.67273,0.24190,-0.63004,-1.04498,0.10525,-0.48714,1
3.34975,2.09239,-0.05888,2.74203,-2.77528,1.27321,1
0.30064,-0.70085,0.24613,0.90785,-0.65888,0.73692,1
0.56679,-0.72087,1.31934,1.26528,0.09924,0.16996,1
0.96602,1.28174,1.37927,0.28476,-0.54983,1.48789,1
0.37096,0.73530,-0.14310,-0.07192,-0.33397,-0.75488,1
-0.82091,-0.73288,-0.49832,-0.50696,0.25041,-0.71568,2
-0.62275,-1.10818,0.05773,0.02732,-0.53102,-0.02551,1
-0.22876,-0.85898,0.03505,0.34670,-1.43956,0.65078,1
0.67314,0.14082,-0.05024,0.75935,-0.27907,-0.67434,1
-0.19447,-0.10537,-0.49076,-0.17117,-0.30915,-0.56741,2
0.29309,0.66224,-0.33204,-0.11744,1.39285,-0.26446,1
-1.99593,-0.67883,-2.04767,-2.05684,0.54749,-0.97036,1
0.33667,0.87941,-0.23919,-0.22341,0.24815,-0.72261,1
-0.59776,1.22269,-0.85461,-1.67926,0.77988,-0.54821,1
-1.39912,-0.36658,-1.71081,-1.52330,0.61367,-0.69648,2
-1.00513,0.21188,-0.91400,-1.44868,0.52116,-0.77915,1
1.33096,1.67805,1.43001,0.45788,-0.56035,0.62332,1
1.19091,1.93126,1.89104,0.08851,1.74257,1.58869,1
-0.60067,-2.05294,-0.53610,0.75935,1.04387,-0.92236,2
1.48437,2.12241,-0.21922,0.32357,0.31358,0.95186,1
0.36631,-0.29953,1.08775,0.69369,-2.66698,0.41051,1
-1.22827,-1.05414,-0.80603,-0.79127,-0.00756,-0.65061,2
3.22075,1.99931,1.34256,2.64577,-0.99432,1.46416,1
-0.93016,0.42505,-1.10456,-1.51136,-0.31141,-0.70875,2
1.34839,0.27293,1.35929,1.52795,0.56855,1.14627,1
-0.99118,-0.74489,-0.85839,-0.71740,1.46805,-0.78422,2
-0.70759,-0.00930,-0.21220,-0.90171,0.83178,-0.72555,2
1.08980,0.64022,-0.60089,0.92128,-1.45159,0.27770,1
-0.55709,-1.08716,-1.13533,0.09597,0.01726,-0.72955,2
0.19023,-0.47867,0.72497,0.60116,-2.11344,0.79212,1
-0.56173,-0.84897,0.23587,-0.08909,-2.92721,-0.08685,1
-1.72920,-0.41963,-0.86541,-1.90760,1.84185,-0.75488,2
0.23962,-0.23148,0.84752,0.48102,-2.07734,0.13423,1
-0.28977,0.25591,-0.42814,-0.56218,0.35570,0.22010,1
0.22161,0.87941,-0.05240,-0.37115,-0.88300,-0.61808,2
-1.14750,-1.57155,-0.10423,-0.30176,1.60418,-0.68341,2
-1.31312,-1.30734,-1.46950,-0.71143,3.00309,0.19503,1
-0.09975,-0.98808,0.07608,0.60936,-1.46062,0.67425,1
-1.32300,-0.81594,-0.53610,-1.08975,1.34020,-0.33646,2
0.26229,-0.77091,0.31361,0.91232,-1.74341,0.62412,1
1.52563,1.85119,0.93335,0.57877,1.61622,2.25513,1
-0.71980,-0.26150,-0.88377,-0.72933,0.46175,-0.48927,1
-1.45317,-0.58476,-1.96184,-1.43002,-0.82585,-0.79355,1
0.20127,-0.14841,0.60405,0.36908,1.83809,-0.53327,2
1.17115,0.88042,0.48420,0.84740,0.16392,0.69799,1
-0.34846,-1.07315,-0.26618,0.35267,-0.46108,-0.81888,2
0.67139,0.71628,1.50829,0.32804,-0.80855,0.80359,1
-0.73723,-0.68584,0.11171,-0.43533,0.56178,-0.71195,2
0.58016,-0.50570,0.56626,1.12201,-0.28057,0.81612,1
-0.80522,-0.16943,-0.64407,-0.90842,0.10977,-0.45967,2
0.19139,0.38102,0.75952,-0.03760,0.12255,-0.37113,2
0.62432,-1.22827,1.83922,1.71748,-0.54306,0.31904,1
-1.04464,-0.10037,-0.53610,-1.26735,0.20378,-0.49114,2
-1.15157,-0.83996,-1.12886,-0.85246,1.59441,-0.76822,2
-1.21084,-0.13340,-0.82384,-1.45540,1.05290,-0.83382,2
1.69590,1.51693,1.68428,1.04664,0.90549,1.75297,1
-0.61985,-0.08035,-1.29189,-0.73605,0.26470,-0.65034,2
0.01473,-0.17943,-0.47132,0.15268,-0.36631,0.14383,1
-0.86682,0.12181,-0.98040,-1.20392,-0.08428,-0.61781,2
0.60747,0.26192,0.59001,0.58474,-0.13091,0.16596,1
-0.04105,0.03374,0.39297,-0.07789,0.10525,-0.11138,1
-0.41064,-0.16843,-0.79685,-0.40175,0.19926,-0.54154,1
-0.89588,-0.52371,-0.39682,-0.75993,2.25400,-0.93969,2
1.46345,2.11240,1.65999,0.30416,0.21957,0.95106,1
-0.18575,0.66524,-0.26618,-0.73456,-0.08352,-0.54741,1
-1.09520,-0.87099,-0.85839,-0.75694,-0.10233,-0.86262,2
-0.72270,-1.18624,0.27690,-0.04357,-1.69076,0.17450,1
0.80679,1.45187,1.44891,-0.04730,1.92834,0.79559,1
0.53832,0.17385,-0.18521,0.56161,-1.61179,0.66332,1
0.34945,0.33598,-1.09053,0.19820,0.82576,-0.66074,2
-0.52106,-0.40261,-0.91400,-0.36892,0.66181,-0.32980,2
-0.87496,-0.76390,-0.37415,-0.55323,3.39568,-0.15939,1
0.30587,-0.43364,-0.42814,0.71607,0.86262,-0.75408,2
-0.38101,0.31796,-1.22603,-0.72635,-0.26704,-0.71248,2
-1.30440,-0.92503,-1.38690,-0.98603,0.44219,-0.59754,2
0.97299,-0.08035,-0.11611,1.30931,-0.54381,0.35984,1
0.70568,0.13882,0.86749,0.80263,-0.07224,-0.02445,1
-0.25955,-0.12439,0.55870,-0.24057,-0.29336,-0.76342,1
1.42394,1.20768,1.69616,0.92799,0.67610,1.20068,1
0.07691,-0.39461,0.65156,0.39296,0.29027,-0.66661,2
1.42975,0.35299,2.14855,1.57272,-0.66640,0.31290,1
-0.22236,-0.40862,-0.44055,0.01911,-1.82238,-0.13832,1
-0.39612,-0.40962,-0.55878,-0.20251,-0.30163,-0.62821,2
0.19372,0.28194,0.14140,0.03851,-0.42197,-0.71781,1
-0.33452,-0.54473,-0.59009,-0.02268,-0.02110,0.37557,1
-0.32406,0.35199,-0.52531,-0.67859,0.54824,-0.63648,1
-1.00571,-0.75690,-1.24114,-0.72635,0.41737,-0.65488,2
0.51159,0.71128,-0.41140,0.12582,-1.20716,-0.40233,1
1.50936,2.27754,0.49716,0.23999,-1.54335,0.78546,1
-0.93772,-0.85998,-0.27158,-0.56218,0.84983,-0.56821,2
-1.07370,-2.41122,0.86210,0.41983,-0.47612,0.02782,1
-1.65074,-1.05614,-0.86001,-1.33227,1.07847,-0.53034,1
1.44079,0.07377,2.63495,1.79509,-0.54606,0.86893,1
-0.60590,-0.84297,-1.06677,-0.14953,-1.36961,0.01262,1
-0.93365,-0.33756,-1.06299,-0.94723,1.03785,-0.79728,2
-1.24571,-0.74889,-1.45276,-1.04125,-0.26403,-0.57967,1
-0.74595,-0.42663,-0.82330,-0.63979,-1.47942,-0.53407,1
-1.27767,-0.05834,-0.90806,-1.59792,0.73025,-0.48820,2
0.91895,2.44067,2.23222,-0.63979,1.07922,1.99805,1
-0.20086,-1.72067,-0.14742,1.02500,-1.11841,0.68999,1
0.25067,-0.23748,0.37299,0.49892,-0.46935,-0.13032,1
0.99914,0.38402,0.67477,0.99665,-0.23319,0.01689,1
2.10152,0.19186,2.06649,2.55548,0.20679,1.00760,1
-0.97491,-0.77391,0.00374,-0.67486,-2.21798,0.38890,1
0.81202,1.57497,0.81027,-0.13162,2.14720,2.63168,1
0.61038,1.99931,1.76040,-0.70620,0.54448,1.10601,1
0.42442,-0.09937,-0.46808,0.61906,0.13308,-0.57141,2
0.39304,-1.03612,-0.01245,1.27722,-1.51326,0.42251,1
1.22984,1.12161,0.34006,0.74293,-0.23695,0.11503,1
-0.94585,-1.60458,-0.31423,-0.01820,-0.69874,0.44037,1
-0.79244,-0.21947,-0.75204,-0.85470,-0.12564,-0.65701,1
0.83410,-0.36358,0.58084,1.34289,-0.20386,0.18330,1
